Username,Total reviews,Location,Date,Content,Rating,Polarity,Subjectivity
Alexa K. ,4 reviews,DK,"Apr 2, 2024","Great stuff!Ordered winter biking... pants? and top for a Christmas gift.The person absolutely loves it and uses it often. They don't stink quickly (used for going to work and back, not hours and hours of biking).Date of experience: December 14, 2023",5,0.37,0.53
Julie,2 reviews,GB,"Nov 30, 2023","Unable to return itemsTrying to return 2 ski jackets that don't fit cost £178  - ordered small but but sizing is wrong and they seem to be more medium/large - no reply to contact form to return, paid £8.95 for DHL return but did not receive returns label and email twice now to get this and still no replyDate of experience: November 27, 2023",1,-0.07,0.54
Dimitra Gkouskou,1 review,GB,"Jan 30, 2024","Terrible customer service and long…Terrible customer service and long delivery times. Don’t purchase anything unless you 100% won’t need to return it. My item was delivered extremely late, I therefore had to purchase from another retailer for my trip. I mailed their customer service to say that it wasn’t very fair to make me pay for returns when the item was delivered way over their stated timeframe.They refused this and said they will only do it if I return the item for store credit, which I clearly dont need not want at this point.Date of experience: January 30, 2024",1,-0.06,0.73
Holly Sowery,1 review,GB,"Jan 20, 2024","Horrendous customer serviceHorrendous customer service. I’m not sure they even have a customer service team at this point as I’ve emailed multiple times with no response. I’m trying to return two pairs of ski pants through the returns portal but I haven’t been provided a returns slip even though I’ve paid £8.95 to sent over £250 worth of items back!! Would not recommend this company at all, so many other ski brands who actually care about customers. Avoid.Date of experience: January 18, 2024",1,0.06,0.28
lynn Hoekstra,1 review,NL,"Jul 13, 2023","I really liked itI really liked it, fast delivery to the Netherlands. The fit is maybe a bit smaller then normal, but overall very good metarial.Date of experience: July 13, 2023",5,0.36,0.57
Blue,2 reviews,HR,"May 16, 2023","Happy with received goodies 🥰🚴Hi, the pads inside the bib shorts are great. As a woman I need a good padded shorts to be able to cycle lots of kilometres without pain. Also, M3 jerseys are awesome. Very light and airy. Delivery was fast. All in all I am very satisfied with Siroko. Keep up a good work. Greetings from Croatia.Date of experience: May 16, 2023",5,0.65,0.79
Thomas Bjerregaard,4 reviews,DK,"May 9, 2024","Dont buy anything from SirokoDont buy anything from Siroko! Bought two bike jerseys. After a few months the zipper on one jersey won’t close properly. Siroko claims this is not a manufacturing defect and refuses to repair it.Date of experience: May 09, 2024",1,-0.1,0.1
Justin Richards,1 review,AU,"Feb 26, 2024","Poor customer experiencePurchased a pair of sunglasses and several items of clothing over $700 and will never purchase from them again. The sunglasses are rubbish and the nose piece broke after the second use, under normal wear conditions. I can accept that this happens on occasion, but it is their reply to a warranty claim (2 weeks later) that bothers me as they have advised it is not covered. The sunglasses are unwearable which is unreasonable for > $100 cost and after only two wears. Stay clear if you want basic quality from your product and customer service with your purchase.Date of experience: February 27, 2024",1,-0.02,0.34
Sue w,1 review,GB,"Feb 14, 2024","Shocking delivery timeShocking delivery time. I ordered my item for my son over 2 weeks ago as it was needed for an upcoming ski trip. Initially the tracking data was regularly updated but then no update in 10 days I have emailed surimi several times and had no response from them. I have also contacted Royal Mail to complaint but unfortunately they have referred me back to siroko. My next port of call is now to raise a complaint with PayPal to see if I can obtain a full refund through them. Not a happy customerDate of experience: February 14, 2024",1,-0.2,0.37
Robert,26 reviews,NL,"Mar 21, 2024","Siroko don't answer if there is a probem.  No respect for clients. Buy more bike jersey's from Siroko.  There is one jersey with a problem. After washing is white, olive green.   I think a fault in the production.I have sent Siroko a message on the website and explain the problem.  Not even a reaction from them.  Not happy with it.  I do not order anymore.  Also service and respect for your client is important.  A missing opportunity in my opinion.   Date of experience: March 17, 2024",1,0.02,0.47
Deborah Walker,7 reviews,GB,"Feb 19, 2024","Shocking delivery time and customer…Shocking delivery time and customer service. No update on tracking since 6th February on an item ordered on 2nd for a ski trip on 16th. Emailed several times only to get automated response advising to check the tracking. I have to go and buy a jacket for the trip. If the parcel does arrive I will not be paying the return charge of 8.95.Date of experience: February 19, 2024",1,-0.25,0.5
customer,7 reviews,GB,"May 29, 2023","Excellent serviceExcellent service. Wonderful fit.true to size. Well made, very soft.Very fast dispatch. Will be ordering again.Date of experience: May 18, 2023",5,0.6,0.72
Sam,4 reviews,GB,"Dec 20, 2023","AVOID AVOID AVOIDOrdered base layers and they sent the wrong sizes. Customer service didn't bother to reply to my email so I had to pay to return them and then order again. This time a windbreaker jacket turns up when I ordered base layer leggings, again no response from customer service. AVOID AVOID AVOID. I'm now contacting my credit card company to get a full refund. Very disappointing.Date of experience: December 20, 2023",1,-0.31,0.75
tania,2 reviews,IT,"Apr 21, 2024","Not really a serious companyNot really a serious company. Was waiting for my order with much enthusiasm, but the parcel was ""delivered"" (but it never was): yes, it's probably the carrier fault, but it's siroko that chooses that carrier to collaborate with and gives that option only. The siroko customer support is just ignoring me, and after 3 weeks they are still investigating.. Do not know still if the money will be reimbursed or it's just lost :( Date of experience: April 01, 2024",1,-0.14,0.71
Radoslav Holka,4 reviews,SE,"Sep 19, 2023","Siroko not posting negative product reviewsAll I have to say about Siroko is … has anyone seen any “negative” reviews posted on Siroko’s website recently? Last few months? No? Coz the company does not post your negative reviews even if you write one. It simply does it appear in a feed :)Date of experience: September 12, 2023",2,-0.09,0.39
Ben Newman,1 review,GB,"Mar 7, 2024","Awful returns policyAwful returns policy. I bought a couple of cycle jerseys which turned out to be the wrong size and so bought a couple of smaller ones, to compare.Turns out the smaller ones were a better fit and by the time I asked to return the larger ones for a refund, I’d gone just beyond their 2 week returns window. I’ve now got 4 of their jerseys, two of which are too big. Won’t be buying from them again. There are better quality cycle clothing companies out there, with more flexible return policies. Avoid. Date of experience: March 04, 2024",1,0.04,0.54
